mse,rmse,r2,y_pred,y_test
0.00018605462320500258,0.013640184133837878,0.9991798950176611,[0.35726091 1.04995261 0.20693749 ... 0.76675856 0.1887665  1.80017264],"774     0.357702
4625    1.052632
6214    0.205090
6465    0.175287
2362    0.320819
          ...   
4522    0.262821
2614    2.971831
3284    0.772021
7463    0.190563
3787    1.819512
Name: Temp_RH_ratio, Length: 1895, dtype: float64"
