mse,rmse,r2,y_pred,y_test
66.13898329568164,8.132587736734331,0.9686314625626262,"[13.33443475  9.94450238 11.24102751 ...  4.87378626 12.97810476
 22.82026315]","774      11.789826
4625     16.072751
6214     15.524175
6465    173.854345
2362    150.063320
           ...    
4522      0.000000
2614     22.030282
3284      5.033223
7463      7.371115
3787     26.851443
Name: NO2(GT)_rolling_std, Length: 1895, dtype: float64"
